,text,label,sents,clean_text,words
346,特别坑。招牌菜味道真心不出彩，肥牛上来的时候都快凉了。服务效率不高，不知道是什么逻辑我们明明先来的结果还给隔壁桌先上菜。看了下其他评价，很多口味反应不是太好，这种店可能就是骗骗外地游客还行，下次不会再来了。,1,"['特别坑。', '招牌菜味道真心不出彩，肥牛上来的时候都快凉了。', '服务效率不高，不知道是什么逻辑我们明明先来的结果还给隔壁桌先上菜。', '看了下其他评价，很多口味反应不是太好，这种店可能就是骗骗外地游客还行，下次不会再来了。']",特别坑招牌菜味道真心不出彩肥牛上来的时候都快凉了服务效率不高不知道是什么逻辑我们明明先来的结果还给隔壁桌先上菜看了下其他评价很多口味反应不是太好这种店可能就是骗骗外地游客还行下次不会再来了,"['特别', '坑', '招牌菜', '味道', '真心', '不', '出彩', '肥牛', '上来', '的', '时候', '都', '快', '凉', '了', '服务', '效率', '不高', '不', '知道', '是', '什么', '逻辑', '我们', '明明', '先来', '的', '结果', '还给', '隔壁', '桌先', '上菜', '看', '了', '下', '其他', '评价', '很多', '口味', '反应', '不是太好', '这种', '店', '可能', '就是', '骗骗', '外地', '游客', '还', '行', '下次', '不会', '再来', '了']"
347,上个月来云南旅游，路过这家餐厅。手撕烤鸡好吃，又酥又脆，鸡肉也不老。香辣脆炒板筋吃起来超级香，板筋很有嚼劲。粉蒸肉也不错，总得来说菜蛮合我的口味。服务也不错。,1,"['上个月来云南旅游，路过这家餐厅。', '手撕烤鸡好吃，又酥又脆，鸡肉也不老。', '香辣脆炒板筋吃起来超级香，板筋很有嚼劲。', '粉蒸肉也不错，总得来说菜蛮合我的口味。', '服务也不错。']",上个月来云南旅游路过这家餐厅手撕烤鸡好吃又酥又脆鸡肉也不老香辣脆炒板筋吃起来超级香板筋很有嚼劲粉蒸肉也不错总得来说菜蛮合我的口味服务也不错,"['上个月', '来', '云南旅游', '路过', '这家', '餐厅', '手', '撕', '烤鸡', '好吃', '又', '酥', '又', '脆', '鸡肉', '也', '不', '老', '香辣', '脆', '炒', '板筋', '吃', '起来', '超级', '香', '板筋', '很', '有', '嚼', '劲', '粉蒸肉', '也', '不错', '总得来说', '菜', '蛮合', '我', '的', '口味', '服务', '也', '不错']"
348,来吃之前就在大众点评上看过这家店了，特别想试试傣味牛肉。吃之前还比较忐忑，怕酸辣口味太重，吃完之后觉得还挺好吃的，我这种能吃酸能吃辣的体质意外地很喜欢这道菜。另外还点了香辣脆朝板筋，板筋和辣椒又香又脆，真的很好吃了。记下这家店，下次还回来吃的~,1,"['来吃之前就在大众点评上看过这家店了，特别想试试傣味牛肉。', '吃之前还比较忐忑，怕酸辣口味太重，吃完之后觉得还挺好吃的，我这种能吃酸能吃辣的体质意外地很喜欢这道菜。', '另外还点了香辣脆朝板筋，板筋和辣椒又香又脆，真的很好吃了。', '记下这家店，下次还回来吃的~']",来吃之前就在大众点评上看过这家店了特别想试试傣味牛肉吃之前还比较忐忑怕酸辣口味太重吃完之后觉得还挺好吃的我这种能吃酸能吃辣的体质意外地很喜欢这道菜另外还点了香辣脆朝板筋板筋和辣椒又香又脆真的很好吃了记下这家店下次还回来吃的,"['来', '吃', '之前', '就', '在', '大众', '点评', '上', '看过', '这家', '店', '了', '特别', '想', '试试', '傣味', '牛肉', '吃', '之前', '还', '比较', '忐忑', '怕', '酸辣', '口味', '太重', '吃', '完', '之后', '觉得', '还', '挺好吃', '的', '我', '这种', '能', '吃', '酸', '能', '吃', '辣', '的', '体质', '意外', '地', '很', '喜欢', '这', '道菜', '另外', '还点', '了', '香辣', '脆朝', '板筋', '板筋', '和', '辣椒', '又', '香', '又', '脆', '真的', '很', '好吃', '了', '记下', '这家', '店', '下次', '还', '回来', '吃', '的']"
349,餐厅的环境很好，装修设施都比较大气，周围风景不错。菜品口味不错，看着也挺精致好看的，吃着美食欣赏美景~ 下次还会再来,1,"['餐厅的环境很好，装修设施都比较大气，周围风景不错。', '菜品口味不错，看着也挺精致好看的，吃着美食欣赏美景~ 下次还会再来']",餐厅的环境很好装修设施都比较大气周围风景不错菜品口味不错看着也挺精致好看的吃着美食欣赏美景下次还会再来,"['餐厅', '的', '环境', '很', '好', '装修', '设施', '都', '比较', '大气', '周围', '风景', '不错', '菜品', '口味', '不错', '看着', '也', '挺', '精致', '好看', '的', '吃', '着', '美食', '欣赏', '美景', '下次', '还会', '再', '来']"
350,菜品的口味很满意 尤其是招牌红烧肉和尖椒鸡特别好吃 虽然价格有点高 但是饭菜的分量挺足的 也算是物有所值吧 环境也不错 在包间里很清净 总之还是挺满意的 值得推荐～,1,['菜品的口味很满意 尤其是招牌红烧肉和尖椒鸡特别好吃 虽然价格有点高 但是饭菜的分量挺足的 也算是物有所值吧 环境也不错 在包间里很清净 总之还是挺满意的 值得推荐～'],菜品的口味很满意尤其是招牌红烧肉和尖椒鸡特别好吃虽然价格有点高但是饭菜的分量挺足的也算是物有所值吧环境也不错在包间里很清净总之还是挺满意的值得推荐,"['菜品', '的', '口味', '很', '满意', '尤其', '是', '招牌', '红烧肉', '和', '尖椒', '鸡', '特别', '好吃', '虽然', '价格', '有点', '高', '但是', '饭菜', '的', '分量', '挺足', '的', '也', '算是', '物有所值', '吧', '环境', '也', '不错', '在', '包间', '里', '很', '清净', '总之', '还是', '挺', '满意', '的', '值得', '推荐']"
351,（环境）总体环境被立式旧空调，风扇，还有小广告拉低了档次。建议换成中央空调，小广告太突兀利润，要打小广告也可以换成武林风格版式。（菜品）菜品一般，味道正常，价格不便宜，因此性价比一般。（服务）小哥服务就像被迫劳动似的，缺少笑容，比较冷淡。只能说满足了基本沟通需求。,1,"['（环境）总体环境被立式旧空调，风扇，还有小广告拉低了档次。', '建议换成中央空调，小广告太突兀利润，要打小广告也可以换成武林风格版式。', '（菜品）菜品一般，味道正常，价格不便宜，因此性价比一般。', '（服务）小哥服务就像被迫劳动似的，缺少笑容，比较冷淡。', '只能说满足了基本沟通需求。']",环境总体环境被立式旧空调风扇还有小广告拉低了档次建议换成中央空调小广告太突兀利润要打小广告也可以换成武林风格版式菜品菜品一般味道正常价格不便宜因此性价比一般服务小哥服务就像被迫劳动似的缺少笑容比较冷淡只能说满足了基本沟通需求,"['环境', '总体', '环境', '被', '立式', '旧', '空调', '风扇', '还有', '小', '广告', '拉低', '了', '档次', '建议', '换成', '中央空调', '小', '广告', '太', '突兀', '利润', '要', '打', '小', '广告', '也', '可以', '换成', '武林', '风格', '版式', '菜品', '菜品', '一般', '味道', '正常', '价格', '不', '便宜', '因此', '性价比', '一般', '服务', '小哥', '服务', '就', '像', '被迫', '劳动', '似的', '缺少', '笑容', '比较', '冷淡', '只能', '说', '满足', '了', '基本', '沟通', '需求']"
352,冲着武侠风去的，装修菜名招呼还可以，但是服务员太羞涩了，武侠体验大打折扣。而且本身自己特别讨厌烟味儿，但是店里到处是吸烟的，不能忍。菜的话之前看评论说很咸，确实是！！作为一个北方人都觉得太重口了，而且很油腻…没有什么特别好吃的菜。,1,"['冲着武侠风去的，装修菜名招呼还可以，但是服务员太羞涩了，武侠体验大打折扣。', '而且本身自己特别讨厌烟味儿，但是店里到处是吸烟的，不能忍。', '菜的话之前看评论说很咸，确实是！', '！作为一个北方人都觉得太重口了，而且很油腻…没有什么特别好吃的菜。']",冲着武侠风去的装修菜名招呼还可以但是服务员太羞涩了武侠体验大打折扣而且本身自己特别讨厌烟味儿但是店里到处是吸烟的不能忍菜的话之前看评论说很咸确实是作为一个北方人都觉得太重口了而且很油腻没有什么特别好吃的菜,"['冲着', '武侠', '风去', '的', '装修', '菜名', '招呼', '还', '可以', '但是', '服务员', '太', '羞涩', '了', '武侠', '体验', '大打折扣', '而且', '本身', '自己', '特别', '讨厌', '烟味儿', '但是', '店里', '到处', '是', '吸烟', '的', '不能', '忍菜', '的话', '之前', '看', '评论', '说', '很', '咸', '确实', '是', '作为', '一个', '北方', '人', '都', '觉得', '太重', '口', '了', '而且', '很', '油腻', '没有', '什么', '特别', '好吃', '的', '菜']"
353,很有江湖味道的一家店！【装潢】比想象中简陋，位置在角落拐角，不是很起眼，也不是在繁华的大街上，也许走江湖的要的就是这个feel？【饭菜】口味整体很油腻！！印象比较深的是茄子油条。。没有想到会有这种做法，又咸又腻，唯一的好处就是下饭了吧。。大力丸很实在，外面糯米包着肉包着蛋黄，但是越吃越腻，闺蜜最后实在受不了，点了一个青菜吃，总体一般，毕竟价格也不贵,1,"['很有江湖味道的一家店！', '【装潢】比想象中简陋，位置在角落拐角，不是很起眼，也不是在繁华的大街上，也许走江湖的要的就是这个feel？', '【饭菜】口味整体很油腻！', '！印象比较深的是茄子油条。', '。没有想到会有这种做法，又咸又腻，唯一的好处就是下饭了吧。', '。大力丸很实在，外面糯米包着肉包着蛋黄，但是越吃越腻，闺蜜最后实在受不了，点了一个青菜吃，总体一般，毕竟价格也不贵']",很有江湖味道的一家店装潢比想象中简陋位置在角落拐角不是很起眼也不是在繁华的大街上也许走江湖的要的就是这个饭菜口味整体很油腻印象比较深的是茄子油条没有想到会有这种做法又咸又腻唯一的好处就是下饭了吧大力丸很实在外面糯米包着肉包着蛋黄但是越吃越腻闺蜜最后实在受不了点了一个青菜吃总体一般毕竟价格也不贵,"['很', '有', '江湖', '味道', '的', '一家', '店', '装潢', '比', '想象', '中', '简陋', '位置', '在', '角落', '拐角', '不是', '很', '起眼', '也', '不是', '在', '繁华', '的', '大街', '上', '也许', '走江湖', '的', '要', '的', '就是', '这个', '饭菜', '口味', '整体', '很', '油腻', '印象', '比较', '深', '的', '是', '茄子', '油条', '没有', '想到', '会', '有', '这种', '做法', '又', '咸', '又', '腻', '唯一', '的', '好处', '就是', '下饭', '了', '吧', '大力', '丸', '很', '实在', '外面', '糯米', '包', '着', '肉包', '着', '蛋黄', '但是', '越', '吃', '越腻', '闺蜜', '最后', '实在', '受不了', '点', '了', '一个', '青菜', '吃', '总体', '一般', '毕竟', '价格', '也', '不贵']"
354,之前去石家庄玩的时候朋友推荐去的！店面装修真的好有特色，而且气氛也很好，最重要的是性价比超高！各种菜都很不错，推荐凉皮和鹅卵石鸡蛋，凉皮很正宗，第一次听说鹅卵石鸡蛋，尝试一下，很不错哟！,1,"['之前去石家庄玩的时候朋友推荐去的！', '店面装修真的好有特色，而且气氛也很好，最重要的是性价比超高！', '各种菜都很不错，推荐凉皮和鹅卵石鸡蛋，凉皮很正宗，第一次听说鹅卵石鸡蛋，尝试一下，很不错哟！']",之前去石家庄玩的时候朋友推荐去的店面装修真的好有特色而且气氛也很好最重要的是性价比超高各种菜都很不错推荐凉皮和鹅卵石鸡蛋凉皮很正宗第一次听说鹅卵石鸡蛋尝试一下很不错哟,"['之前', '去', '石家庄', '玩', '的', '时候', '朋友', '推荐', '去', '的', '店面', '装修', '真的', '好', '有', '特色', '而且', '气氛', '也', '很', '好', '最', '重要', '的', '是', '性价比', '超高', '各种', '菜', '都', '很', '不错', '推荐', '凉皮', '和', '鹅卵石', '鸡蛋', '凉皮', '很', '正宗', '第一次', '听说', '鹅卵石', '鸡蛋', '尝试', '一下', '很', '不错', '哟']"
355,环境很好，门面不大，性价比超值，口味不错，不贵，烤羊腿真的很香，老豆腐是真的老，味道很足，汤汁浓郁，砂锅面不烂有嚼劲。下次有空会尝试别的菜。,1,"['环境很好，门面不大，性价比超值，口味不错，不贵，烤羊腿真的很香，老豆腐是真的老，味道很足，汤汁浓郁，砂锅面不烂有嚼劲。', '下次有空会尝试别的菜。']",环境很好门面不大性价比超值口味不错不贵烤羊腿真的很香老豆腐是真的老味道很足汤汁浓郁砂锅面不烂有嚼劲下次有空会尝试别的菜,"['环境', '很', '好', '门面', '不', '大', '性价比', '超值', '口味', '不错', '不', '贵', '烤羊', '腿', '真的', '很香', '老豆腐', '是', '真的', '老', '味道', '很足', '汤汁', '浓郁', '砂锅', '面不烂', '有', '嚼', '劲', '下次', '有空', '会', '尝试', '别的', '菜']"
356,"鹅卵石鸡蛋# 可以说是很好吃了！相当有特色！
凉皮#量大味道足 作为一个北方妹子 可以说超级好吃！
环境 灯光比较暗 但是很有氛围呀！
店面虽然不大 但是超级有特色
很喜欢 还会再来",1,"['鹅卵石鸡蛋# 可以说是很好吃了！', '相当有特色！', '', '凉皮#量大味道足 作为一个北方妹子 可以说超级好吃！', '', '环境 灯光比较暗 但是很有氛围呀！', '', '店面虽然不大 但是超级有特色', '很喜欢 还会再来']",鹅卵石鸡蛋可以说是很好吃了相当有特色凉皮量大味道足作为一个北方妹子可以说超级好吃环境灯光比较暗但是很有氛围呀店面虽然不大但是超级有特色很喜欢还会再来,"['鹅卵石', '鸡蛋', '可以', '说', '是', '很', '好吃', '了', '相当', '有', '特色', '凉皮', '量', '大', '味道', '足', '作为', '一个', '北方', '妹子', '可以', '说', '超级', '好吃', '环境', '灯光', '比较', '暗', '但是', '很', '有', '氛围', '呀', '店面', '虽然', '不', '大', '但是', '超级', '有', '特色', '很', '喜欢', '还会', '再', '来']"
357,来店里吃的午餐 店面装修的不错 但里面灯光确实太暗了 让人昏昏欲睡 希望店家能改进 菜品不错 份量都特别足 特实在 味道很赞 服务也很热情 虽然忍受有些不够 但态度都特别好,1,['来店里吃的午餐 店面装修的不错 但里面灯光确实太暗了 让人昏昏欲睡 希望店家能改进 菜品不错 份量都特别足 特实在 味道很赞 服务也很热情 虽然忍受有些不够 但态度都特别好'],来店里吃的午餐店面装修的不错但里面灯光确实太暗了让人昏昏欲睡希望店家能改进菜品不错份量都特别足特实在味道很赞服务也很热情虽然忍受有些不够但态度都特别好,"['来', '店里', '吃', '的', '午餐', '店面', '装修', '的', '不错', '但', '里面', '灯光', '确实', '太暗', '了', '让', '人', '昏昏欲睡', '希望', '店家', '能', '改进', '菜品', '不错', '份量', '都', '特别', '足特', '实在', '味道', '很赞', '服务', '也', '很', '热情', '虽然', '忍受', '有些', '不够', '但', '态度', '都', '特别', '好']"
358,一觉醒来就快10点了，于是赶紧出来找吃的把早餐午餐一起解决了。小馆位置还挺找的，店面装修也别出心裁。点了烤羊腿，鹅卵石鸡蛋，凉皮和娃娃菜。凉皮一直是我最爱，爽口有嚼劲；烤羊腿真的超级香，真的是瞬间吃完；鹅卵石鸡蛋很有特色，味道也还不错；娃娃菜嘛，青菜类必点！总的来说，就是环境简约，味道赞赞赞！,1,"['一觉醒来就快10点了，于是赶紧出来找吃的把早餐午餐一起解决了。', '小馆位置还挺找的，店面装修也别出心裁。', '点了烤羊腿，鹅卵石鸡蛋，凉皮和娃娃菜。', '凉皮一直是我最爱，爽口有嚼劲；烤羊腿真的超级香，真的是瞬间吃完；鹅卵石鸡蛋很有特色，味道也还不错；娃娃菜嘛，青菜类必点！', '总的来说，就是环境简约，味道赞赞赞！']",一觉醒来就快点了于是赶紧出来找吃的把早餐午餐一起解决了小馆位置还挺找的店面装修也别出心裁点了烤羊腿鹅卵石鸡蛋凉皮和娃娃菜凉皮一直是我最爱爽口有嚼劲烤羊腿真的超级香真的是瞬间吃完鹅卵石鸡蛋很有特色味道也还不错娃娃菜嘛青菜类必点总的来说就是环境简约味道赞赞赞,"['一', '觉醒', '来', '就', '快点', '了', '于是', '赶紧', '出来', '找', '吃', '的', '把', '早餐', '午餐', '一起', '解决', '了', '小馆', '位置', '还', '挺', '找', '的', '店面', '装修', '也', '别出心裁', '点', '了', '烤羊', '腿', '鹅卵石', '鸡蛋', '凉皮', '和', '娃娃', '菜', '凉皮', '一直', '是', '我', '最', '爱', '爽口', '有', '嚼', '劲', '烤羊', '腿', '真的', '超级', '香', '真的', '是', '瞬间', '吃', '完', '鹅卵石', '鸡蛋', '很', '有', '特色', '味道', '也', '还', '不错', '娃娃', '菜', '嘛', '青菜', '类必点', '总的来说', '就是', '环境', '简约', '味道', '赞赞赞']"
359,是在大众点评上看到的这家，于是和朋友一起去吃了，果然大家推荐的都很不错，这家小酒馆的装修风格很棒，特别适合和朋友惬意的喝酒，菜的份量很足，最推荐的是鹅卵石鸡蛋和皮冻，真的名不虚传。特别是皮冻很嫩很Q弹，排骨灌肠很有特色，但稍微有点油，不过建议尝一尝。总的来说还是很不错建议和朋友一起喝喝酒聊聊天一起吃吃特色菜。,1,"['是在大众点评上看到的这家，于是和朋友一起去吃了，果然大家推荐的都很不错，这家小酒馆的装修风格很棒，特别适合和朋友惬意的喝酒，菜的份量很足，最推荐的是鹅卵石鸡蛋和皮冻，真的名不虚传。', '特别是皮冻很嫩很Q弹，排骨灌肠很有特色，但稍微有点油，不过建议尝一尝。', '总的来说还是很不错建议和朋友一起喝喝酒聊聊天一起吃吃特色菜。']",是在大众点评上看到的这家于是和朋友一起去吃了果然大家推荐的都很不错这家小酒馆的装修风格很棒特别适合和朋友惬意的喝酒菜的份量很足最推荐的是鹅卵石鸡蛋和皮冻真的名不虚传特别是皮冻很嫩很弹排骨灌肠很有特色但稍微有点油不过建议尝一尝总的来说还是很不错建议和朋友一起喝喝酒聊聊天一起吃吃特色菜,"['是', '在', '大众', '点评', '上', '看到', '的', '这家', '于是', '和', '朋友', '一起', '去', '吃', '了', '果然', '大家', '推荐', '的', '都', '很', '不错', '这家', '小酒馆', '的', '装修', '风格', '很棒', '特别', '适合', '和', '朋友', '惬意', '的', '喝酒', '菜', '的', '份量', '很足', '最', '推荐', '的', '是', '鹅卵石', '鸡蛋', '和', '皮冻', '真的', '名不虚传', '特别', '是', '皮冻', '很', '嫩', '很弹', '排骨', '灌肠', '很', '有', '特色', '但', '稍微', '有点', '油', '不过', '建议', '尝一尝', '总的来说', '还是', '很', '不错', '建议', '和', '朋友', '一起', '喝', '喝酒', '聊聊天', '一起', '吃', '吃', '特色菜']"
360,和同学一起去的这家店，地方还算好找，周围环境还算可以，绿化很多，但是里面吃的东西就一般般，点的白切鸡不是很好吃，糖醋排骨有点硬，端上来的时候有点冷了。服务员不是很主动，总体来说不是很令人满意。,1,"['和同学一起去的这家店，地方还算好找，周围环境还算可以，绿化很多，但是里面吃的东西就一般般，点的白切鸡不是很好吃，糖醋排骨有点硬，端上来的时候有点冷了。', '服务员不是很主动，总体来说不是很令人满意。']",和同学一起去的这家店地方还算好找周围环境还算可以绿化很多但是里面吃的东西就一般般点的白切鸡不是很好吃糖醋排骨有点硬端上来的时候有点冷了服务员不是很主动总体来说不是很令人满意,"['和', '同学', '一起', '去', '的', '这家', '店', '地方', '还', '算', '好找', '周围环境', '还', '算', '可以', '绿化', '很多', '但是', '里面', '吃', '的', '东西', '就', '一般般', '点', '的', '白切', '鸡', '不是', '很', '好吃', '糖醋排骨', '有点', '硬', '端上来', '的', '时候', '有点', '冷', '了', '服务员', '不是', '很', '主动', '总体', '来说', '不是', '很', '令人满意']"
361,酒店环境挺好的 很干净也很安静 服务也很热情  态度挺好的 但是菜品就不是很好了 不仅分量少而且觉得不是很新鲜 性价比不高 希望改进,1,['酒店环境挺好的 很干净也很安静 服务也很热情  态度挺好的 但是菜品就不是很好了 不仅分量少而且觉得不是很新鲜 性价比不高 希望改进'],酒店环境挺好的很干净也很安静服务也很热情态度挺好的但是菜品就不是很好了不仅分量少而且觉得不是很新鲜性价比不高希望改进,"['酒店', '环境', '挺', '好', '的', '很', '干净', '也', '很', '安静', '服务', '也', '很', '热情', '态度', '挺', '好', '的', '但是', '菜品', '就', '不是', '很', '好', '了', '不仅', '分量', '少', '而且', '觉得', '不是', '很', '新鲜', '性价比', '不高', '希望', '改进']"
362,服务不能走心点吗，，，在门口等了好久连招呼的服务员都没有。菜也不怎么样，总觉得那个什么烤奶酪有股怪味，该不会拉肚子吧早知道就不排队了。朋友还安慰说吃这种店本来就是吃环境，这次确实学到了。,1,"['服务不能走心点吗，，，在门口等了好久连招呼的服务员都没有。', '菜也不怎么样，总觉得那个什么烤奶酪有股怪味，该不会拉肚子吧早知道就不排队了。', '朋友还安慰说吃这种店本来就是吃环境，这次确实学到了。']",服务不能走心点吗在门口等了好久连招呼的服务员都没有菜也不怎么样总觉得那个什么烤奶酪有股怪味该不会拉肚子吧早知道就不排队了朋友还安慰说吃这种店本来就是吃环境这次确实学到了,"['服务', '不能', '走心点', '吗', '在', '门口', '等', '了', '好久', '连', '招呼', '的', '服务员', '都', '没有', '菜', '也', '不怎么样', '总', '觉得', '那个', '什么', '烤', '奶酪', '有股', '怪味', '该', '不会', '拉肚子', '吧', '早', '知道', '就', '不', '排队', '了', '朋友', '还', '安慰', '说', '吃', '这种', '店', '本来', '就是', '吃', '环境', '这次', '确实', '学到', '了']"
363,是一家弄堂小店，正好看到了就进去了，环境很好，干净卫生，好奇冰淇淋炒馒头是什么东西就点了，超级好吃的啊，推荐！,1,['是一家弄堂小店，正好看到了就进去了，环境很好，干净卫生，好奇冰淇淋炒馒头是什么东西就点了，超级好吃的啊，推荐！'],是一家弄堂小店正好看到了就进去了环境很好干净卫生好奇冰淇淋炒馒头是什么东西就点了超级好吃的啊推荐,"['是', '一家', '弄堂', '小店', '正好', '看到', '了', '就', '进去', '了', '环境', '很', '好', '干净', '卫生', '好奇', '冰淇淋', '炒', '馒头', '是', '什么', '东西', '就', '点', '了', '超级', '好吃', '的', '啊', '推荐']"
364,请朋友去吃饭，上菜很快，但是量一般般，性价比不高。服务员态度太差，叫了好几遍才过来，爱理不理的感觉，以后不会再去了,1,"['请朋友去吃饭，上菜很快，但是量一般般，性价比不高。', '服务员态度太差，叫了好几遍才过来，爱理不理的感觉，以后不会再去了']",请朋友去吃饭上菜很快但是量一般般性价比不高服务员态度太差叫了好几遍才过来爱理不理的感觉以后不会再去了,"['请', '朋友', '去', '吃饭', '上菜', '很快', '但是', '量', '一般般', '性价比', '不高', '服务员', '态度', '太差', '叫', '了', '好几遍', '才', '过来', '爱理不理', '的', '感觉', '以后', '不会', '再', '去', '了']"
365,前天晚上吃的心满意足，现在才想起来要评论哈哈！虽然地方有一点点偏，但是并不能抵挡吃货去寻找美食的欲望嘛。果然菜品不出所料，特别是小郡干，我觉得真的数得上重庆市内排的上号的佳肴了！！两个人一共去吃了162块钱，觉得很不错，服务也很棒，服务员特别热情！！下次想着还会去吧,1,"['前天晚上吃的心满意足，现在才想起来要评论哈哈！', '虽然地方有一点点偏，但是并不能抵挡吃货去寻找美食的欲望嘛。', '果然菜品不出所料，特别是小郡干，我觉得真的数得上重庆市内排的上号的佳肴了！', '！两个人一共去吃了162块钱，觉得很不错，服务也很棒，服务员特别热情！', '！下次想着还会去吧']",前天晚上吃的心满意足现在才想起来要评论哈哈虽然地方有一点点偏但是并不能抵挡吃货去寻找美食的欲望嘛果然菜品不出所料特别是小郡干我觉得真的数得上重庆市内排的上号的佳肴了两个人一共去吃了块钱觉得很不错服务也很棒服务员特别热情下次想着还会去吧,"['前天', '晚上', '吃', '的', '心满意足', '现在', '才', '想', '起来', '要', '评论', '哈哈', '虽然', '地方', '有', '一点点', '偏', '但是', '并', '不能', '抵挡', '吃货', '去', '寻找', '美食', '的', '欲望', '嘛', '果然', '菜品', '不出所料', '特别', '是', '小', '郡', '干', '我', '觉得', '真的', '数得上', '重庆市', '内排', '的', '上', '号', '的', '佳肴', '了', '两个', '人', '一共', '去', '吃', '了', '块钱', '觉得', '很', '不错', '服务', '也', '很棒', '服务员', '特别', '热情', '下次', '想着', '还会', '去', '吧']"
366,菜品味道不错，特别是冰菜，凉凉的脆脆的，绝了。环境也很好，厅堂十分霸气。但是，美中不足的是这里的服务实在是不堪入目，明明我们一席人在约定时间之前提前已经到了，但服务员一直对我们不理不睬，去找他们也是没有反应。每个包房收了好高的服务费，觉得与这样的服务不成正比。,1,"['菜品味道不错，特别是冰菜，凉凉的脆脆的，绝了。', '环境也很好，厅堂十分霸气。', '但是，美中不足的是这里的服务实在是不堪入目，明明我们一席人在约定时间之前提前已经到了，但服务员一直对我们不理不睬，去找他们也是没有反应。', '每个包房收了好高的服务费，觉得与这样的服务不成正比。']",菜品味道不错特别是冰菜凉凉的脆脆的绝了环境也很好厅堂十分霸气但是美中不足的是这里的服务实在是不堪入目明明我们一席人在约定时间之前提前已经到了但服务员一直对我们不理不睬去找他们也是没有反应每个包房收了好高的服务费觉得与这样的服务不成正比,"['菜品', '味道', '不错', '特别', '是', '冰菜', '凉凉的', '脆脆', '的', '绝', '了', '环境', '也', '很', '好', '厅堂', '十分', '霸气', '但是', '美中不足', '的', '是', '这里', '的', '服务', '实在', '是', '不堪入目', '明明', '我们', '一席', '人', '在', '约定', '时间', '之前', '提前', '已经', '到', '了', '但', '服务员', '一直', '对', '我们', '不理不睬', '去', '找', '他们', '也', '是', '没有', '反应', '每个', '包房', '收', '了', '好', '高', '的', '服务费', '觉得', '与', '这样', '的', '服务', '不', '成正比']"
367,很有特色的一家中东菜，第一次尝试这种新风味给我很大惊喜。菜品摆盘精致，口味独特; 环境干净整洁，清静优雅;服务贴心到位，周到细致。整体给人很舒服的感觉。还有很多想吃的菜，是一家值得多去几次多尝尝鲜的好餐厅!,1,"['很有特色的一家中东菜，第一次尝试这种新风味给我很大惊喜。', '菜品摆盘精致，口味独特; 环境干净整洁，清静优雅;服务贴心到位，周到细致。', '整体给人很舒服的感觉。', '还有很多想吃的菜，是一家值得多去几次多尝尝鲜的好餐厅!']",很有特色的一家中东菜第一次尝试这种新风味给我很大惊喜菜品摆盘精致口味独特环境干净整洁清静优雅服务贴心到位周到细致整体给人很舒服的感觉还有很多想吃的菜是一家值得多去几次多尝尝鲜的好餐厅,"['很', '有', '特色', '的', '一家', '中东', '菜', '第一次', '尝试', '这种', '新', '风味', '给', '我', '很大', '惊喜', '菜品', '摆盘', '精致', '口味', '独特', '环境', '干净', '整洁', '清静', '优雅', '服务', '贴心', '到位', '周到', '细致', '整体', '给', '人', '很', '舒服', '的', '感觉', '还有', '很多', '想', '吃', '的', '菜', '是', '一家', '值得', '多去', '几次', '多', '尝尝鲜', '的', '好', '餐厅']"
368,是一家很有云贵风格的餐厅，从装潢 、菜谱、服务员的着装上都能看出来。但是菜品口味想做到创新却又丧失了特色，味道还是不错的；环境整洁大气，清净优美；服务略微有些不到位，存在应答不及时的问题。希望能有改进！期待下一次去能更好！,1,"['是一家很有云贵风格的餐厅，从装潢 、菜谱、服务员的着装上都能看出来。', '但是菜品口味想做到创新却又丧失了特色，味道还是不错的；环境整洁大气，清净优美；服务略微有些不到位，存在应答不及时的问题。', '希望能有改进！', '期待下一次去能更好！']",是一家很有云贵风格的餐厅从装潢菜谱服务员的着装上都能看出来但是菜品口味想做到创新却又丧失了特色味道还是不错的环境整洁大气清净优美服务略微有些不到位存在应答不及时的问题希望能有改进期待下一次去能更好,"['是', '一家', '很', '有云贵', '风格', '的', '餐厅', '从', '装潢', '菜谱', '服务员', '的', '着装', '上', '都', '能', '看', '出来', '但是', '菜品', '口味', '想做到', '创新', '却', '又', '丧失', '了', '特色', '味道', '还是', '不错', '的', '环境', '整洁', '大气', '清净', '优美', '服务', '略微', '有些', '不', '到位', '存在', '应答', '不', '及时', '的', '问题', '希望', '能', '有', '改进', '期待', '下', '一次', '去', '能', '更好']"
